Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Diamond Weight (ct) (product.metafields.custom.diamond_weight_ct),Colors (product.metafields.jhango.colors),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
heart-and-arrow-pendant-crafted-in-mother-of-pearl-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/47.jpg?v=1740601505,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-stone-butterfly-bracelete-in-925-silver-by-svadezi,Blue Stone Butterfly Bracelete in 925 Silver by SVADEZI,"<p><strong>Length- 17 cm (Adjustable)</strong></p>
<p>Elevate your style with our silver adjustable chain bracelet featuring a stunning butterfly centerpiece adorned with semi-precious blue and white stones. This elegant accessory adds a touch of charm and sophistication to any outfit, perfect for both casual and formal occasions.</p>",SVADEZI,Apparel & Accessories > Jewelry > Bracelets,bracelet,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,SBRL/9942,3.34,shopify,30,deny,manual,2349.0,3595.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/04_5c0b33f5-1b10-4647-bc0b-de80abe089a3.jpg?v=1740601507,1,,false,,,191,,,,,,,,,,,,,,,,,,,silver,fine-jewelry,,,,,,,,,,g,,,true,,,active
blue-stone-butterfly-bracelete-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/IMG_20240101_134009.jpg?v=1740601508,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-stone-butterfly-bracelete-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/IMG_20240102_130316.jpg?v=1740601509,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-water-pearl-earrings-in-925-silver-by-svadezi-1,Fresh water Pearl Earrings in 925 Silver by SVADEZI,"<p>Elevate your style with our uniquely designed earrings, featuring exquisite white Swarovski zircon and natural pearls. This elegant combination exudes sophistication and natural charm, perfect for any occasion.  With their timeless appeal and versatility, these earrings are sure to become a cherished addition to your jewelry collection.</p>",SVADEZI,Apparel & Accessories > Jewelry > Earrings,earrings,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,STPS/17915,3.96,shopify,29,continue,manual,2249.0,3200.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/01_2e2e982e-52f1-42cb-aaa8-f0126705bfe4.jpg?v=1740601512,1,,false,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
fresh-water-pearl-earrings-in-925-silver-by-svadezi-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/59.jpg?v=1740601515,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-water-pearl-earrings-in-925-silver-by-svadezi-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/fddd.jpg?v=1740601521,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-gold-earrings-in-925-silver-by-svadezi,Rose Gold earrings in 925 Silver by SVADEZI,"<p><strong>Length- 1.1 cm </strong></p>
<p><strong>Width- 1.2 cm</strong></p>
<p>Add a touch of versatility to your ensemble with our rose gold polished silver earrings. Featuring a charming flower design embellished with white Swarovski zircon and adorned with black and white enameling, these earrings offer a unique reversible feature, ensuring double the style options. The combination of rose gold warmth, Swarovski sparkle, and contrasting enameling creates a chic and adaptable accessory suitable for any occasion.</p>",SVADEZI,Apparel & Accessories > Jewelry > Earrings,earrings,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,STPS/13739,5.44,shopify,30,continue,manual,2649.0,4200.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/36.jpg?v=1740601524,1,,false,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
rose-gold-earrings-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/43.jpg?v=1740601528,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-gold-earrings-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/32.jpg?v=1740601531,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vibrant-timeless-pendant-set-with-mother-of-pearl-in-925-silver-by-svadezi,Vibrant timeless Pendant Set with Mother of Pearl in 925 Silver by SVADEZI,"<p><strong>Chain Length- 23 cm (Adjustable) Earring Length&amp; Width- 1.8 cm </strong></p>
<p>Sterling silver pendant set, a timeless piece adorned with radiant white Swarovski zircon and a captivating semi-precious colored stone. This elegant set seamlessly blends sophistication with a pop of color, making it a versatile addition to your jewelry collection.</p>",SVADEZI,Apparel & Accessories > Jewelry > Charms & Pendants,,,false,Title,Default Title,,,,,,,,SCSET/1143,10.83,shopify,0,continue,manual,3749.0,6384.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/35.jpg?v=1740601533,1,,false,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
vibrant-timeless-pendant-set-with-mother-of-pearl-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/03_0ee8d110-501c-402d-aa82-1b734fc8051d.jpg?v=1740601537,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vibrant-timeless-pendant-set-with-mother-of-pearl-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/43_c5f32091-6263-471e-9950-12e531d28b77.jpg?v=1740601540,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vibrant-timeless-pendant-set-with-mother-of-pearl-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/33_14b36e69-51e3-4dc5-8adf-1b9b0f69983a.jpg?v=1740601544,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rotating-moonstone-khada-in-925-silver-by-svadezi,Rotating Moonstone khada in 925 Silver by SVADEZI,"<p><strong>5cmx6cm (Adjustable)</strong></p>
<p>Introducing our exquisite sterling silver kada bracelet, distinguished by its captivating rotating moonstone centerpiece. This exceptional piece seamlessly blends sophistication and practicality, rendering it a coveted addition to any discerning jewelry connoisseur's collection.</p>",SVADEZI,Apparel & Accessories > Jewelry > Bracelets,earrings,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,SBRL/12817,9.95,shopify,30,deny,manual,3449.0,6225.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/IMG_20240624_173239.jpg?v=1740601546,1,,false,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
rotating-moonstone-khada-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/59_0d24df42-a588-4491-8d4e-3eef777c0038.jpg?v=1740601548,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rotating-moonstone-khada-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/71_fba35459-fc82-466a-82d5-20aeb24db44c.jpg?v=1740601549,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mother-of-pearl-butterfly-earring-studs-in-925-silver-by-svadezi,Mother of Pearl Butterfly Earring Studs in 925 Silver by SVADEZI,"<p><strong>LENGTH- 1.0 CM </strong></p>
<p><strong>WIDTH- 1.5 CM</strong></p>
<p>Enhance your elegance with our Mother of Pearl Butterfly Earring Studs featuring a delicate white Swarovski butterfly. This sophisticated blend of materials exudes charm, while the silver polish lends a touch of purity to the design. The option to wear the Swarovski butterfly separately offers versatility and customization, allowing you to express your unique style with ease.</p>",SVADEZI,Apparel & Accessories > Jewelry > Earrings,earrings,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,STPS/16259,3.5,shopify,30,continue,manual,2149.0,2028.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/02.jpg?v=1740601552,1,,false,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
mother-of-pearl-butterfly-earring-studs-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/06_d8c112fc-1f6e-4409-bd97-7087979f4c9b.jpg?v=1740601555,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mother-of-pearl-butterfly-earring-studs-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/97.jpg?v=1740601554,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-shaped-pendant-set-with-mother-of-pearl-in-925-silver-by-svadezi,Heart Shaped Pendant Set with Mother of Pearl in 925 Silver by SVADEZI,"<p><strong>Chain Adjustable 22.6 cm </strong></p>
<p><strong>Pendant  Length- 1 cm Width- 1.4 cm </strong></p>
<p><strong>Earring Length- 1 cm Width- 1.4 cm</strong></p>
<p>Add a touch of elegance to your ensemble with our stunning pendant set, featuring a heart-shaped pendant and earrings crafted with luminous mother of pearl and sparkling white Swarovski zircon. This exquisite combination of materials exudes sophistication and timeless charm, making it the perfect accessory for any occasion, from casual outings to formal events</p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,pendant,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,SPST/5347,4.31,shopify,30,continue,manual,3449.0,4739.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/10_ad9601d1-f5ca-4c81-8cff-731ea472d4b8.jpg?v=1740601559,1,,false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
heart-shaped-pendant-set-with-mother-of-pearl-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/24.jpg?v=1740601563,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-shaped-pendant-set-with-mother-of-pearl-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/158.jpg?v=1740601567,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graceful-swan-with-mother-of-pearl-pendant-set-in-925-silver-by-svadezi,Graceful Swan with Mother of Pearl Pendant Set in 925 Silver by SVADEZI,"<p><strong>Adjustable 22.6 cm Chain</strong></p>
<p><strong>Pendant : Length- 1.8 cm Width- 1.4 cm </strong></p>
<p><strong>Earring Length- 1 cm Width- 1.7 cm </strong></p>
<p>Elevate your look with our exquisite rose gold pendant set, showcasing a graceful swan design adorned with shimmering white Swarovski zircon and lustrous mother of pearl. This elegant combination exudes sophistication and natural allure, making it the perfect accessory for any occasion, whether formal or casual.</p>",SVADEZI,Apparel & Accessories > Jewelry > Charms & Pendants,pendant,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,SPST/5356,4.41,shopify,30,continue,manual,3449.0,5313.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/13ab.jpg?v=1740601570,1,,false,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
graceful-swan-with-mother-of-pearl-pendant-set-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/143.jpg?v=1740601575,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graceful-swan-with-mother-of-pearl-pendant-set-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/Untitled-125.jpg?v=1740601578,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
designer-blue-flower-ring-adjustable-in-925-silver-by-svadezi,Designer Blue Flower Ring (Adjustable) in 925 Silver by SVADEZI,"<p><strong> (Adjustable)</strong></p>
<p>Adorn your fingers with our exquisite silver bottom adjustable ring, featuring a stunning design crafted with white Swarovski zircon and semi-precious blue stones. Delicate flowers, intricately fashioned from semi-precious blue stones, grace the center line of the ring, adding a touch of natural elegance to your look.</p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,SLR92/13898,3.21,shopify,30,continue,manual,2349.0,3649.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/36_53dae7e0-182a-4492-81ee-a5fc8cd3ae9a.jpg?v=1740601580,1,,false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
designer-blue-flower-ring-adjustable-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/17_d9738580-8b1b-4069-8edd-f7431ecea39c.jpg?v=1740601582,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
designer-blue-flower-ring-adjustable-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/IMG_20240101_134107.jpg?v=1740601584,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whimsical-elegance-butterfly-crafted-with-grey-and-pink-enamel-in-925-silver-by-svadezi,Whimsical Elegance Butterfly Crafted with grey and pink Enamel in 925 Silver by SVADEZI,"<p>Embrace whimsical elegance with our silver adjustable chain adorned with a charming butterfly pendant. Crafted with grey and pink enameling, this delightful piece adds a touch of playful sophistication to any ensemble, making it a versatile and stylish accessory for any occasion.""</p>",SVADEZI,Apparel & Accessories > Jewelry > Charms & Pendants,pendant,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,,9.1,shopify,30,continue,manual,3649.0,5300.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/01dg.jpg?v=1740601587,1,,false,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
whimsical-elegance-butterfly-crafted-with-grey-and-pink-enamel-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/03_1.jpg?v=1740601591,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whimsical-elegance-butterfly-crafted-with-grey-and-pink-enamel-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/14.jpg?v=1740601596,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swarovski-vibrant-colored-ring-in-925-silver-by-svadezi,Swarovski  vibrant colored Ring in 925 Silver by SVADEZI,"<p><strong>Size- 16</strong></p>
<p>Elevate your style with our sterling silver crossed ring, adorned with dazzling white Swarovski zircon and a vibrant colored semi-precious stone. This chic and contemporary design merges the elegance of Swarovski zircon with the vibrant allure of the colored stone, creating a stunning and distinctive accessory.</p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,,7.25,shopify,30,deny,manual,3049.0,4000.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/01_5c8c5d3f-f864-4041-ac81-717ed82c4761.jpg?v=1740601597,1,,false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
swarovski-vibrant-colored-ring-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/00.jpg?v=1740601602,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swarovski-vibrant-colored-ring-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/196.jpg?v=1740601604,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
star-stud-earring-in-925-silver-by-svadezi,Star Stud earring in 925 silver by SVADEZI,"<p><strong>Measurment = 1.5cm*1.5cm</strong></p>
<p>These star stud earrings, featuring a luminous pearl at their center, are a masterclass in understated sophistication. The delicate star design provides a subtle yet striking backdrop for the pearl, creating a timeless and elegant accessory suitable for a variety of occasions and personal styles.</p>",SVADEZI,Apparel & Accessories > Jewelry > Earrings,bracelet,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,STPS/20649,2.9,shopify,30,continue,manual,1949.0,2640.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/03_1_2a0621c7-270e-4789-b09e-ab2030ebe2c2.jpg?v=1740601607,1,,false,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
star-stud-earring-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/06_71e6855e-3834-4c1e-9181-23e6fd308bc9.jpg?v=1740601610,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
star-stud-earring-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/15_7e508b7b-af71-4705-a73f-a4a8f2ca34df.jpg?v=1740601611,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angel-wings-pendant-with-swarovski-zircon-in-925-silver-by-svadezi,Angel Wings Pendant with Swarovski Zircon in 925 Silver by SVADEZI,"<p>Add a touch of celestial charm to your ensemble with our silver adjustable chain featuring an angel wings pendant adorned with glistening white Swarovski zircon. This ethereal design exudes elegance and grace, making it a delightful addition to your jewelry collection, perfect for any occasion.</p>",SVADEZI,Apparel & Accessories > Jewelry > Charms & Pendants,,,false,Title,Default Title,,,,,,,,,4.8,shopify,20,deny,manual,2749.0,3393.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/0_22467b70-8fb8-4df1-a2cb-6bb5ec299afc.jpg?v=1740601613,1,,false,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
angel-wings-pendant-with-swarovski-zircon-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/IMG_20240101_202250.jpg?v=1740601615,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angel-wings-pendant-with-swarovski-zircon-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/0.jpg?v=1740601616,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-water-pearl-earrings-in-925-silver-by-svadezi,Fresh Water Pearl Earrings in 925 Silver by SVADEZI,"<p>Elevate your style with our elegant Hanging Pearl Earrings, featuring delicate white Swarovski zircon and a small silver-polished bali design. Adorned with hanging beads, these lightweight earrings exude sophistication and charm, making them a perfect choice for any occasion.</p>",SVADEZI,Apparel & Accessories > Jewelry > Earrings,earrings,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,STPS/8478,5.22,shopify,30,continue,manual,2649.0,4310.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/27f_22.jpg?v=1740601619,1,,false,,,194,,,,,,,,,,,,,,'0,,,,,,,,,,,,,,,,g,,,true,,,active
fresh-water-pearl-earrings-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/38.jpg?v=1740601622,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-water-pearl-earrings-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/51df_7.jpg?v=1740601625,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-swarovski-zircon-with-green-emerald-in-925-silver-by-svadezi,White Swarovski Zircon with Green Emerald in 925 Silver by SVADEZI,"<p><strong>Dimensions= 3.0cm*0.8cm</strong></p>
<p>These sterling silver earrings, featuring vibrant green emerald stones surrounded by brilliant white zircons, epitomize the perfect fusion of timeless sophistication and modern allure.</p>",SVADEZI,Apparel & Accessories > Jewelry > Earrings,earrings,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,STPS/20487,5.1,shopify,30,deny,manual,2749.0,4540.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/E04A0DC6-8855-4A6D-8885-0E0F49A12A1F.png?v=1740601628,1,,false,,,194,,,,,,,,,,,,,,'0,,,,,,,,,,,,,,,,g,,,true,,,active
white-swarovski-zircon-with-green-emerald-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/002.jpg?v=1740601630,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-swarovski-zircon-with-green-emerald-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/10_304dccea-33d0-4da8-b040-897bedababdb.jpg?v=1740601634,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-swarovski-zircon-with-green-emerald-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/45.jpg?v=1740601635,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-swarovski-zircon-with-green-emerald-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/IMG_20240616_151446.jpg?v=1740601639,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swarovski-zircon-and-mother-of-pearl-butterfly-pendant-in-925-silver-by-svadezi,Swarovski Zircon and Mother of Pearl Butterfly Pendant in 925 Silver by SVADEZI,"<p>Infuse your look with enchanting elegance using our rose gold polish and White Gold adjustable chain featuring a Mother of Pearl and white Swarovski zircon butterfly pendant. Delicately interspersed semi-precious white pearls enhance the design's grace, while a dangling chain detail adds a touch of sophistication. This versatile piece effortlessly elevates any ensemble, making it ideal for all occasions.</p>",SVADEZI,Apparel & Accessories > Jewelry > Necklaces,necklace,"svadezi, svadezijewellery",false,Color,white-gold,product.metafields.shopify.color-pattern,,,,,,,,6.4,shopify,30,continue,manual,3249.0,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/06.jpg?v=1740601641,1,,false,,,196,,,,,,,,,,,,,,'0,,,white-gold; rose-gold,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/dggh.jpg?v=1740601649,g,,,true,,,active
swarovski-zircon-and-mother-of-pearl-butterfly-pendant-in-925-silver-by-svadezi,,,,,,,,,rose-gold,,,,,,,,,6.4,shopify,30,continue,manual,2949.0,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/29.jpg?v=1740601646,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/06.jpg?v=1740601641,g,,,,,,
swarovski-zircon-and-mother-of-pearl-butterfly-pendant-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/IMG_20240102_131123.jpg?v=1740601647,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swarovski-zircon-and-mother-of-pearl-butterfly-pendant-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/dggh.jpg?v=1740601649,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swarovski-zircon-and-mother-of-pearl-butterfly-pendant-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/01.jpg?v=1740601653,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swarovski-zircon-and-mother-of-pearl-butterfly-pendant-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/66.jpg?v=1740601657,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
